,lat,lon,time,nuclide,_dl,_unit,value,_unc,species,body_part,bio_group,sample_id,contracting_party,id,is_replicate,replicated_group
156,51.4,3.9622222222222225,1539648000,ra226,2,5,1.8,,414,19,14,2019007184,Netherlands,87183,True,51
157,51.4,3.9622222222222225,1539648000,ra226,2,5,1.8,,414,19,14,2019007182,Netherlands,87177,True,51
158,51.4,3.9622222222222225,1573689600,cs137,2,5,0.2,,414,19,14,,Netherlands,89349,True,52
159,51.4,3.9622222222222225,1573689600,cs137,2,5,0.2,,414,19,14,,Netherlands,89346,True,52
160,51.4,3.9622222222222225,1573689600,cs137,2,5,0.2,,414,19,14,,Netherlands,89343,True,52
161,51.4,3.9622222222222225,1573689600,pb210,2,5,1.0,,414,19,14,,Netherlands,89351,True,53
162,51.4,3.9622222222222225,1573689600,pb210,2,5,1.0,,414,19,14,,Netherlands,89348,True,53
163,51.4,3.9622222222222225,1573689600,pb210,2,5,1.0,,414,19,14,,Netherlands,89345,True,53
164,51.4,3.9622222222222225,1573689600,ra226,2,5,1.8,,414,19,14,,Netherlands,89347,True,54
165,51.4,3.9622222222222225,1573689600,ra226,2,5,1.8,,414,19,14,,Netherlands,89344,True,54
166,51.4,3.9622222222222225,1573689600,ra226,2,5,1.8,,414,19,14,,Netherlands,89350,True,54
167,51.4,3.9622222222222225,1599436800,cs137,2,5,0.2,,414,19,14,,Netherlands,93852,True,55
168,51.4,3.9622222222222225,1599436800,cs137,2,5,0.2,,414,19,14,,Netherlands,93849,True,55
169,51.4,3.9622222222222225,1599436800,cs137,2,5,0.2,,414,19,14,,Netherlands,93846,True,55
170,51.4,3.9622222222222225,1599436800,pb210,2,5,1.0,,414,19,14,,Netherlands,93851,True,56
171,51.4,3.9622222222222225,1599436800,pb210,2,5,1.0,,414,19,14,,Netherlands,93854,True,56
172,51.4,3.9622222222222225,1599436800,pb210,2,5,1.0,,414,19,14,,Netherlands,93848,True,56
173,51.4,3.9622222222222225,1599436800,ra226,2,5,1.8,,414,19,14,,Netherlands,93853,True,57
174,51.4,3.9622222222222225,1599436800,ra226,2,5,1.8,,414,19,14,,Netherlands,93847,True,57
175,51.4,3.9622222222222225,1599436800,ra226,2,5,1.8,,414,19,14,,Netherlands,93850,True,57
176,51.4,3.9622222222222225,1632873600,cs137,2,5,0.2,,414,19,14,,Netherlands,96124,True,58
177,51.4,3.9622222222222225,1632873600,cs137,2,5,0.2,,414,19,14,,Netherlands,96121,True,58
178,51.4,3.9622222222222225,1632873600,cs137,2,5,0.2,,414,19,14,,Netherlands,96118,True,58
179,51.4,3.9622222222222225,1632873600,pb210,2,5,1.0,,414,19,14,,Netherlands,96123,True,59
180,51.4,3.9622222222222225,1632873600,pb210,2,5,1.0,,414,19,14,,Netherlands,96126,True,59
181,51.4,3.9622222222222225,1632873600,pb210,2,5,1.0,,414,19,14,,Netherlands,96120,True,59
182,51.4,3.9622222222222225,1632873600,ra226,2,5,1.8,,414,19,14,,Netherlands,96119,True,60
183,51.4,3.9622222222222225,1632873600,ra226,2,5,1.8,,414,19,14,,Netherlands,96122,True,60
184,51.4,3.9622222222222225,1632873600,ra226,2,5,1.8,,414,19,14,,Netherlands,96125,True,60
185,51.43333333333333,3.3,952992000,cs137,2,5,0.299,,712,1,4,260,Belgium,29993,True,61
186,51.43333333333333,3.3,952992000,cs137,2,5,0.215,,712,1,4,1068,Belgium,29999,True,61
187,51.43333333333333,3.3,952992000,pu239_240_tot,2,5,0.021,,712,1,4,260,Belgium,29965,True,62
188,51.43333333333333,3.3,952992000,pu239_240_tot,2,5,0.0072,,712,1,4,1068,Belgium,29971,True,62
189,51.84722222222222,2.8666666666666667,1096502400,cs137,1,5,0.125,0.0575,712,1,4,1696,Belgium,22294,True,63
190,51.84722222222222,2.8666666666666667,1096502400,cs137,2,5,0.217,,712,1,4,1691,Belgium,22289,True,63
191,51.84722222222222,2.8666666666666667,1096502400,pu239_240_tot,2,5,0.032,,712,1,4,1696,Belgium,22269,True,64
192,51.84722222222222,2.8666666666666667,1096502400,pu239_240_tot,2,5,0.029,,712,1,4,1691,Belgium,22264,True,64
193,51.84722222222222,2.8666666666666667,1096502400,ra226,2,5,3.6,,712,1,4,1696,Belgium,22319,True,65
194,51.84722222222222,2.8666666666666667,1096502400,ra226,2,5,3.3,,712,1,4,1691,Belgium,22314,True,65
195,51.84722222222222,2.8666666666666667,1096502400,ra228,2,5,0.948,,712,1,4,1696,Belgium,22344,True,66
196,51.84722222222222,2.8666666666666667,1096502400,ra228,2,5,0.901,,712,1,4,1691,Belgium,22339,True,66
197,52.165277777777774,-6.593333333333333,1307491200,cs137,1,5,0.204127422,0.004975484,99,52,4,ES1100561,Ireland,87909,True,67
198,52.165277777777774,-6.593333333333333,1307491200,cs137,1,5,0.2041274,0.004975484,99,52,4,ES1100561,Ireland,52624,True,67
199,52.165277777777774,-6.593333333333333,1307491200,cs137,1,5,0.093506567,0.0019869085,192,52,4,ES1100563,Ireland,87912,True,68
200,52.165277777777774,-6.593333333333333,1307491200,cs137,1,5,0.09350657,0.0019869085,192,52,4,ES1100563,Ireland,52627,True,68
201,52.165277777777774,-6.593333333333333,1307491200,cs137,1,5,0.07917228,0.0021158945,378,52,4,ES1100564,Ireland,52626,True,69
202,52.165277777777774,-6.593333333333333,1307491200,cs137,1,5,0.079172281,0.0021158945,378,52,4,ES1100564,Ireland,87911,True,69
203,53.26111111111111,-9.070833333333333,846806400,cs137,1,5,0.12,0.0075,96,40,11,,Ireland,50623,True,70
204,53.26111111111111,-9.070833333333333,846806400,cs137,1,5,0.06,0.00375,96,40,11,,Ireland,50622,True,70
205,53.35194444444445,-6.16388888888889,1070236800,cs137,1,5,0.32,0.02,401,40,11,,Ireland,50179,True,71
206,53.35194444444445,-6.16388888888889,1070236800,cs137,1,5,0.5,0.03125,401,40,11,,Ireland,50180,True,71
207,53.38,-6.1,804556800,po210,1,5,41.8,2.09,129,19,14,,Ireland,49425,True,72
208,53.38,-6.1,804556800,po210,1,5,42.4,2.12,129,19,14,,Ireland,49424,True,72
209,53.414722222222224,-4.451388888888889,1183248000,pu239_240_tot,1,5,0.137,0.00229,394,19,13,,United Kingdom,18380,True,73
210,53.414722222222224,-4.451388888888889,1183248000,pu239_240_tot,1,5,0.15,0.0024,394,19,13,,United Kingdom,14045,True,73
211,53.41722222222222,6.876111111111111,1633564800,cs137,2,5,0.2,,129,19,14,,Netherlands,96139,True,74
212,53.41722222222222,6.876111111111111,1633564800,cs137,2,5,0.2,,129,19,14,,Netherlands,96142,True,74
213,53.41722222222222,6.876111111111111,1633564800,pb210,2,5,1.0,,129,19,14,,Netherlands,96144,True,75
214,53.41722222222222,6.876111111111111,1633564800,pb210,2,5,1.0,,129,19,14,,Netherlands,96141,True,75
215,53.41722222222222,6.876111111111111,1633564800,ra226,2,5,1.8,,129,19,14,,Netherlands,96143,True,76
216,53.41722222222222,6.876111111111111,1633564800,ra226,2,5,1.8,,129,19,14,,Netherlands,96140,True,76
217,53.41722222222222,6.876111111111111,1383782400,cs137,2,5,0.2,,414,19,14,2013012052,Netherlands,76647,True,77
218,53.41722222222222,6.876111111111111,1383782400,cs137,2,5,0.2,,414,19,14,2013012054,Netherlands,76653,True,77
219,53.41722222222222,6.876111111111111,1383782400,cs137,2,5,0.2,,414,19,14,2013012053,Netherlands,76650,True,77
220,53.41722222222222,6.876111111111111,1383782400,pb210,2,5,1.0,,414,19,14,2013012054,Netherlands,76655,True,78
221,53.41722222222222,6.876111111111111,1383782400,pb210,2,5,1.0,,414,19,14,2013012053,Netherlands,76652,True,78
222,53.41722222222222,6.876111111111111,1383782400,pb210,2,5,1.0,,414,19,14,2013012052,Netherlands,76649,True,78
223,53.41722222222222,6.876111111111111,1383782400,ra226,2,5,1.8,,414,19,14,2013012053,Netherlands,76651,True,79
224,53.41722222222222,6.876111111111111,1383782400,ra226,2,5,1.8,,414,19,14,2013012052,Netherlands,76648,True,79
225,53.41722222222222,6.876111111111111,1383782400,ra226,2,5,1.8,,414,19,14,2013012054,Netherlands,76654,True,79
226,53.41722222222222,6.876111111111111,1414627200,cs137,2,5,0.2,,414,19,14,2014012233,Netherlands,79828,True,80
227,53.41722222222222,6.876111111111111,1414627200,cs137,2,5,0.2,,414,19,14,2014012234,Netherlands,79831,True,80
228,53.41722222222222,6.876111111111111,1414627200,cs137,2,5,0.2,,414,19,14,2014012235,Netherlands,79834,True,80
229,53.41722222222222,6.876111111111111,1414627200,pb210,2,5,1.0,,414,19,14,2014012235,Netherlands,79836,True,81
230,53.41722222222222,6.876111111111111,1414627200,pb210,2,5,1.0,,414,19,14,2014012233,Netherlands,79830,True,81
231,53.41722222222222,6.876111111111111,1414627200,pb210,2,5,1.0,,414,19,14,2014012234,Netherlands,79833,True,81
232,53.41722222222222,6.876111111111111,1414627200,ra226,2,5,1.8,,414,19,14,2014012235,Netherlands,79835,True,82
233,53.41722222222222,6.876111111111111,1414627200,ra226,2,5,1.8,,414,19,14,2014012233,Netherlands,79829,True,82
234,53.41722222222222,6.876111111111111,1414627200,ra226,2,5,1.8,,414,19,14,2014012234,Netherlands,79832,True,82
235,53.41722222222222,6.876111111111111,1444348800,cs137,2,5,0.2,,414,19,14,2016002711,Netherlands,82439,True,83
236,53.41722222222222,6.876111111111111,1444348800,cs137,2,5,0.2,,414,19,14,2016002710,Netherlands,82436,True,83
237,53.41722222222222,6.876111111111111,1444348800,cs137,2,5,0.2,,414,19,14,2016002709,Netherlands,82433,True,83
238,53.41722222222222,6.876111111111111,1444348800,pb210,2,5,1.0,,414,19,14,2016002709,Netherlands,82435,True,84
